opportunity_key,source,source_ids,official_url,entity_id,orgao_cnpj,orgao_nome,municipio,distancia_km,objeto,categoria,modalidade,valor_estimado,valor_semantica,data_publicacao,data_abertura,data_encerramento,dias_restantes,status_canonico,status_evidence,data_confidence_score,client_fit_score,triage_recommendation,positive_factors,negative_factors,blockers,missing_fields,first_seen_at,last_seen_at,run_id,generated_at,git_sha,seed_sha256,schema_fingerprint
82928698000174-1-000107/2026,pncp,"[""82928698000174-1-000107/2026""]",,extra-a1b69984e29cbac6bf45,82928698000174,MUNICIPIO DE JAGUARUNA,JAGUARUNA,122.9,"CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE DIVULGAÇÃO INSTITUCIONAL POR MEIO DE PROPAGANDA VOLANTE, UTILIZANDO VEÍCULO EQUIPADO COM SISTEMA DE SONORIZAÇÃO (CARRO DE SOM), VISANDO ATENDER ÀS NECESSIDADES DE COMUNICAÇÃO, DIVULGAÇÃO DE CAMPANHAS, EVENTOS, PROGRAMAS, AÇÕES INSTITUCIONAIS, AVISOS E DEMAIS ATIVIDADES DE INTERESSE PÚBLICO DAS SECRETARIAS MUNICIPAIS, FUNDOS, ÓRGÃOS E AUTARQUIAS DO MUNICÍPIO DE JAGUARUNA/SC",,Pregão - Eletrônico,104750.55,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-08-06T00:00:00+00:00,23,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 122.9 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:50.081289+00:00,2026-07-13T00:07:50.081289+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82926544000143-1-000114/2026,pncp,"[""82926544000143-1-000114/2026""]",,extra-b58e5751d782fc6c4f87,82926544000143,MUNICIPIO DE ORLEANS,ORLEANS,111.7,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE APOIO TÉCNICO-ADMINISTRATIVO NA OPERACIONALIZAÇÃO DOS SISTEMAS DE GESTÃO DO FNDE/MEC PARA ATENDIMENTO DAS DEMANDAS DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DE ORLEANS/SC.,,Dispensa,22302.00,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-13T00:00:00+00:00,2026-07-16T00:00:00+00:00,2,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 111.7 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:50.081289+00:00,2026-07-13T00:07:50.081289+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82928698000174-1-000105/2026,pncp,"[""82928698000174-1-000105/2026""]",,extra-a1b69984e29cbac6bf45,82928698000174,MUNICIPIO DE JAGUARUNA,JAGUARUNA,122.9,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL MUNDO DA CRIANÇA, SITUADO NA RUA JOSINO JOÃO DE SOUZA, RIACHINHO, JAGUARUNA-SC",,Concorrência - Eletrônica,1403583.47,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-08-07T00:00:00+00:00,24,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 122.9 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102574000106-1-000428/2026,pncp,"[""83102574000106-1-000428/2026""]",,extra-8f547e79bae3c6b1629f,83102574000106,MUNICIPIO DE RIO DO SUL,RIO DO SUL,116.0,"CONCESSÃO ONEROSA PARA A PRESTAÇÃO DOS SERVIÇOS E IMPLANTAÇÃO, ADMINISTRAÇÃO, EXPLORAÇÃO, MANUTENÇÃO, OPERAÇÃO, FISCALIZAÇÃO E GERENCIAMENTO ATRAVÉS DE SOLUÇÕES DIGITAIS DE VEÍCULOS AUTOMOTORES ESTACIONADOS NAS ÁREAS, VIAS E LOGRADOUROS PÚBLICOS NO MUNICÍPIO E RIO DO SUL, ESTADO DE SANTA CATARINA, CONTEMPLANDO TODOS OS RECURSOS MATERIAIS, DE TECNOLOGIA E SERVIÇOS NECESSÁRIOS AO SEU CORRETO FUNCIONAMENTO, INCLUINDO A INSTALAÇÃO E MANUTENÇÃO DA SINALIZAÇÃO VIÁRIA NAS ÁREAS DEFINIDAS PELO PODER CONCEDENTE, ATUALIZAÇÃO TECNOLÓGICA, GESTÃO, MONITORAMENTO, REGISTRO E GERENCIAMENTO DAS INFORMAÇÕES DE TODAS AS OPERAÇÕES COM PAGAMENTO EM MOEDA VIGENTE NACIONAL, CARTÃO DE CRÉDITO, CARTÃO DE DÉBITO, PIX E BOLETO",,Concorrência - Eletrônica,15.00,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-09T00:00:00+00:00,2026-07-30T00:00:00+00:00,16,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 116.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82928698000174-1-000106/2026,pncp,"[""82928698000174-1-000106/2026""]",,extra-a1b69984e29cbac6bf45,82928698000174,MUNICIPIO DE JAGUARUNA,JAGUARUNA,122.9,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DO CENTRO DE EDUCAÇÃO INFANTIL PEQUENA SEREIA, SITUADO NA RUA SENHORINHA CABREIRA DOS SANTOS - TORNEIRO, JAGUARUNA/SC, EM CONFORMIDADE COM AS ESPECIFICAÇÕES TÉCNICAS E ADMINISTRATIVAS DESCRITAS NO TERMO DE REFERÊNCIA ANEXO A ESSE INSTRUMENTO CONVOCATÓRIO",,Concorrência - Eletrônica,1540612.79,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-08-05T00:00:00+00:00,22,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 122.9 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102574000106-1-000426/2026,pncp,"[""83102574000106-1-000426/2026""]",,extra-8f547e79bae3c6b1629f,83102574000106,MUNICIPIO DE RIO DO SUL,RIO DO SUL,116.0,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DOS SERVIÇOS DE BORRACHARIA, VULCANIZAÇÃO E CONSERTO DE PNEUS DE VEÍCULOS LEVES, CAMINHÕES, MÁQUINAS E EQUIPAMENTOS PESADOS, PARA ATENDER AS NECESSIDADES DA SECRETARIA DE OBRAS DO MUNICÍPIO DE RIO DO SUL/SC.",,Pregão - Eletrônico,504164.33,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-09T00:00:00+00:00,2026-07-23T00:00:00+00:00,9,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 116.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102731000175-1-000091/2026,pncp,"[""83102731000175-1-000091/2026""]",,extra-0723aa894c2a5ce8d00b,83102731000175,MUNICIPIO DE TROMBUDO CENTRAL,TROMBUDO CENTRAL,127.1,"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE COLCHÕES, TRAVESSEIROS E ITENS CORRELATOS DE CAMA, DESTINADOS AO ATENDIMENTO DE FAMÍLIAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, BEM COMO ÀS NECESSIDADES DAS SECRETARIAS MUNICIPAIS E DEMAIS UNIDADES DA ADMINISTRAÇÃO PÚBLICA MUNICIPAL DE TROMBUDO CENTRAL/SC.",,Pregão - Eletrônico,45302.50,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-09T00:00:00+00:00,2026-07-24T00:00:00+00:00,10,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 127.1 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102574000106-1-000427/2026,pncp,"[""83102574000106-1-000427/2026""]",,extra-8f547e79bae3c6b1629f,83102574000106,MUNICIPIO DE RIO DO SUL,RIO DO SUL,116.0,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DOS SERVIÇOS DE BORRACHARIA, VULCANIZAÇÃO E CONSERTO DE PNEUS DE VEÍCULOS LEVES, CAMINHÕES, MÁQUINAS E EQUIPAMENTOS PESADOS PARA A SECRETARIA DE OBRAS DO MUNICÍPIO DE RIO DO SUL/SC. ",,Pregão - Eletrônico,504164.33,valor_total_estimado_informado_pelo_pncp,2026-07-09T00:00:00+00:00,2026-07-09T00:00:00+00:00,2026-07-23T00:00:00+00:00,9,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 116.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82558909000124-1-000190/2026,pncp,"[""82558909000124-1-000190/2026""]",,extra-c063404aafd70abb61c2,82558909000124,MUNICIPIO DE LAURO MULLER,LAURO MULLER,121.7,"A presente licitação tem por objetivo a contratação de empresa do ramo pertinente para execução das obras destinado à contratação de empresa especializada para execução das obras de pavimentação Asfáltica, Terraplanagem, Drenagem Pluvial,
Serviços Complementares e Sinalização Viária da Rua Valdir Antônio de Souza, no Bairro Mina Nova, com 218,62 m de extensão, neste município de Lauro Müller/SC, conforme
projeto, especificações técnicas, normas da ABNT e demais condições estabelecidas neste",,Concorrência - Eletrônica,176549.10,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-07-24T00:00:00+00:00,10,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 121.7 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102418000137-1-000171/2026,pncp,"[""83102418000137-1-000171/2026""]",,extra-bca7b9a37781fd5d3360,83102418000137,MUNICIPIO DE IBIRAMA,IBIRAMA,113.2,"Constitui objeto da presente licitação a aquisição de lanternas táticas destinadas ao uso operacional da Polícia Militar, conforme especificações constantes neste Edital e Termo de Referência, conforme especificações, quantitativos e condições estabelecidos neste Aviso de Contratação Direta e no Termo de Referência.",,Dispensa,7157.15,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-13T00:00:00+00:00,2026-07-27T00:00:00+00:00,13,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 113.2 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82928698000174-1-000112/2026,pncp,"[""82928698000174-1-000112/2026""]",,extra-a1b69984e29cbac6bf45,82928698000174,MUNICIPIO DE JAGUARUNA,JAGUARUNA,122.9,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL LAGO AZUL, SITUADO NA RUA IDO GOMES DE CARVALHO, COSTA DA LAGOA, JAGUARUNA-SC",,Concorrência - Eletrônica,3013588.77,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-13T00:00:00+00:00,2026-08-03T00:00:00+00:00,20,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 122.9 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82558909000124-1-000191/2026,pncp,"[""82558909000124-1-000191/2026""]",,extra-c063404aafd70abb61c2,82558909000124,MUNICIPIO DE LAURO MULLER,LAURO MULLER,121.7,"A presente licitação tem por objetivo registro de preços para aquisição de forma parcelada de agenda redutor líquido automotivo (arla 32) a granel, visando atender às demandas da frota municipal, de acordo com as exigências contidas no Termo de Referência.",,Pregão - Eletrônico,16650.00,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-10T00:00:00+00:00,2026-07-22T00:00:00+00:00,8,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 121.7 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:49.749393+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82928698000174-1-000108/2026,pncp,"[""82928698000174-1-000108/2026""]",,extra-a1b69984e29cbac6bf45,82928698000174,MUNICIPIO DE JAGUARUNA,JAGUARUNA,122.9,"CONTRATAÇÃO DE PESSOA JURIDICA PARA PRESTAÇÃO DE SERVIÇO DE LAVAÇÃO E LIMPEZA, INCLUINDO LAVAGEM INTERNA E EXTERNA COM ASPIRAÇÃO, PARA OS VEÍCULOS DA FROTA DO MUNICÍPIO DE JAGUARUNA",,Pregão - Eletrônico,226566.38,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-13T00:00:00+00:00,2026-08-10T00:00:00+00:00,27,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 122.9 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:41.327536+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
82928698000174-1-000110/2026,pncp,"[""82928698000174-1-000110/2026""]",,extra-a1b69984e29cbac6bf45,82928698000174,MUNICIPIO DE JAGUARUNA,JAGUARUNA,122.9,"CONTRATAÇÃO DE PESSOA JURÍDICA PARA FORNECIMENTO COMPLEMENTAR DE LANCHES E MARMITAS PARA A PREFEITURA MUNICIPAL DE JAGUARUNA, SECRETÁRIAS, ÓRGÃOS E AUTARQUIAS",,Pregão - Eletrônico,108554.38,valor_total_estimado_informado_pelo_pncp,2026-07-10T00:00:00+00:00,2026-07-13T00:00:00+00:00,2026-08-11T00:00:00+00:00,28,open,future_deadline,89,14,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 122.9 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:07:41.327536+00:00,2026-07-13T00:07:49.749393+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102475000116-1-000041/2026,pncp,"[""83102475000116-1-000041/2026""]",,extra-49e0173b0abe78823c5d,83102475000116,MUNICIPIO DE GUARAMIRIM,GUARAMIRIM,133.0,"Contratação, por meio de credenciamento, de operadoras de planos de saúde com cobertura assistencial ampla, destinada aos servidores ativos da Prefeitura Municipal de Guaramirim e seus dependentes.",,Credenciamento,0.01,valor_total_estimado_informado_pelo_pncp,2026-04-14T15:20:38+00:00,2026-04-15T00:00:00+00:00,2031-04-11T00:00:00+00:00,1732,open,future_deadline,89,13,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 133.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:08:13.642229+00:00,2026-07-13T00:08:13.642229+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102442000176-1-000066/2026,pncp,"[""83102442000176-1-000066/2026""]",,extra-c1965c365f2e46f0d491,83102442000176,MUNICIPIO DE WITMARSUM,WITMARSUM,143.9,"REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO PARCELADA DE GÊNEROS ALIMENTÍCIOS HORTIFRUTIGRANJEIROS (FRUTAS, VERDURAS, LEGUMES E OVOS), DESTINADOS À COMPOSIÇÃO DA MERENDA ESCOLAR DA REDE MUNICIPAL DE ENSINO DO MUNICÍPIO DE WITMARSUM/SC, CONFORME ESPECIFICAÇÕES, QUANTIDADES ESTIMADAS E CONDIÇÕES ESTABELECIDAS NO EDITAL E SEUS ANEXOS.",,Pregão - Eletrônico,437031.50,valor_total_estimado_informado_pelo_pncp,2026-04-23T15:18:01+00:00,2026-04-23T08:00:00+00:00,2026-12-08T08:30:00+00:00,147,open,future_deadline,89,13,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 143.9 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:08:10.677459+00:00,2026-07-13T00:08:10.677459+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
83102475000116-1-000046/2026,pncp,"[""83102475000116-1-000046/2026""]",,extra-49e0173b0abe78823c5d,83102475000116,MUNICIPIO DE GUARAMIRIM,GUARAMIRIM,133.0,"Credenciamento de empresas ou instituições para implantação e gestão de soluções tecnológicas de integração dos sistemas tributários e de arrecadação do Município de Guaramirim/SC, possibilitando o pagamento de guias de arrecadação municipal por meio de uso de cartões de crédito, de forma à vista ou
parcelada, sem ônus financeiro para o Município.",,Credenciamento,0.01,valor_total_estimado_informado_pelo_pncp,2026-04-24T08:33:41+00:00,2026-05-04T08:00:00+00:00,2027-05-03T17:00:00+00:00,294,open,future_deadline,89,13,DESCARTAR,"[""Fonte oficial PNCP"", ""Status comprovado: future_deadline"", ""Data de encerramento futura"", ""Correspondência com universo canônico"", ""Registro dentro da janela de freshness"", ""Distância no raio: 133.0 km""]","[""Objeto sem correspondência direta com os três tipos priorizados"", ""Modalidades admitidas não configuradas; sem bônus ou bloqueio"", ""Prazo mínimo não configurado; sem bloqueio comercial por urgência""]",[],"[""link_oficial""]",2026-07-13T00:08:10.368952+00:00,2026-07-13T00:08:10.368952+00:00,qw01-20260713T135656Z-44d39e82,2026-07-13T13:56:56.839195+00:00,ce55095fac094ae44b00448a1fa0a746fab19f31,d65f272812cf8dc95f3ca78c5db9a2fb2a39a759e5633eb3fb91891ad10a5486,2b192ed781a38f2df6d3a5f3ca5d9ee9d1737fc7048ff2c4bb6a4b10a6aeaa4f
