contract_id,object_original,agency,uf,publication_date,snapshot_id,source_row_hash,stratum,reviewer_1_label,reviewer_1_reason,reviewer_2_label,reviewer_2_reason,adjudicated_label,adjudicator,reviewed_at
04898488000177-2-000012/2026,"CONTRATAÇÃO DE SERVIÇOS DE CONSULTORIA E ASSESSORIA TÉCNICA PARA A REALIZAÇÃO DE LEILÕES DE INFRAESTRUTURA DE TRANSPORTES (RODOVIAS E FERROVIAS), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA ANEXO A ESTE CONTRATO.",AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,DF,2026-04-10,confenge_commercial_pncp_supplier_contracts,cf4cf16a99bebafb581e7304442d3da1384926a03fee4bbb1e53e8c15aa070ba,sem_keywords_evidentes,,,,,,,
70946009000175-2-000085/2026,O presente documento refere se a aquisicao de uma geladeira e de um micro ondas para equipar a cozinha da Nova Base da Guarda Civil Municipal  GCM  de Sao Roque  em Mailasqui. Tal aquisicao e importante  para que os agentes da GCM tenham a infraestrutura adequada  que garanta a conservacao dos alimentos  o aquecimento das refeicoes e o suporte necessario durante seus periodos de trabalho.,PREFEITURA MUNICIPAL DE SÃO ROQUE,SP,2026-03-04,confenge_commercial_pncp_supplier_contracts,3538b2d42575796a345c67cbc3945521c7e2bd617555701a1a076af47fd61531,sem_keywords_evidentes,,,,,,,
25064072000123-2-000017/2026,CONTRATO DE PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS QUE ENTRE SI CELEBRAM A PREFEITURA MUNICIPAL DE DARCINÓPOLIS – TO E A EMPRESA MR CONSULTORIA E CONSTRUCOES LTDA,PREFEITURA MUNICIPAL DE DARCINOPOLIS,TO,2026-04-13,confenge_commercial_pncp_supplier_contracts,c8322795758358341797b9f122156e6b78196428e76aba23cec3bc9afb1d0543,engenharia_obras_claras,,,,,,,
03563335000106-2-000038/2026,"AQUISIÇÃO DE MATERIAIS E FERRAMENTAS DE ITENS FRACASSADOS EM LICITAÇÕES ANTERIORES, INCLUINDO ITEM NOVO, EM ATENDIMENTO AS SECRETARIAS MUNICIPAIS DE MEIO AMBIENTE, DESENVOLVIMENTO, CIÊNCIA, TECNOLOGIA E INOVAÇÃO, EDUCAÇÃO E OBRAS",PREFEITURA MUNICIPAL DE APARECIDA DO TABOADO - MS,MS,2026-03-26,confenge_commercial_pncp_supplier_contracts,d26863559f9a4a4bbb0e5df98de2800af2ad1cc7227e6da555e67c7c0788dc38,engenharia_obras_claras,,,,,,,
46377800000127-2-002804/2026,"Contratação de serviços de limpeza, asseio e conservação predial, a serem prestados, de forma contínua, nas instalações do prédio que abriga a Delegacia Seccional de Policia de Presidente Venceslau, a serem executados com regime de dedicação exclusiva de mão de obra.",ESP-DELEG.SECC.POLICIA DE PRES.VENCESLAU,SP,2026-05-27,confenge_commercial_pncp_supplier_contracts,55830a7595e6e11683fa1d11af37ce5816727e375ea62f3956049b68a713332b,engenharia_obras_claras,,,,,,,
01587887000129-2-000086/2026,"Contratação de empresa especializada na execução de obras e serviços de engenharia para a realização de recapeamento asfáltico em concreto betuminoso usinado a quente (CBUQ) nas vias do município de Chupinguaia/RO, sob responsabilidade da Secretaria Municipal de Obras e Serviços Públicos - SEMOSP, por meio de adesão à Ata de Registro de Preços nº 24/2025, oriunda da Concorrência Eletrônica/SRP nº 04/2025, vinculado ao Processo Administrativo nº 1315/2025, promovido pelo Município de Pimenta B...",PREFEITURA MUNICIPAL DE CHUPINGUAIA,RO,2026-07-08,confenge_commercial_pncp_supplier_contracts,1b41ad3f00230d28ba655fa5b1c9f13339613c281f1da20988957c6bb0999edd,engenharia_obras_claras,,,,,,,
00394452000103-2-003625/2026,"EPARAÇÃO DO SISTEMA DE IMPERMEABILIZAÇÃO DA COBERTURA DO EDIFÍCIO PRAIA DO LEME (EPL), A SEREM EXECUTADOS SEM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA.",PREFEITURA MILITAR DA ZONA SUL/RJ,RJ,2026-06-03,confenge_commercial_pncp_supplier_contracts,7374f8e5bce091f755ac28d1e68c0afa27dd3333afe60fd4a17d9b055e168732,engenharia_obras_claras,,,,,,,
92871466000180-2-000466/2026,Despesa visando contratacao de empresa especializada para o fornecimento de pecas e execucao de servicos de manutencao corretiva  consistindo na troca da sapata de giro e das placas de giro da Motoniveladora CASE 845B  placa IVT7531  pertencente a Secretaria Municipal de Obras. Justificativa da despesa  A motoniveladora CASE 845B e equipamento essencial para a execucao de servicos de manutencao de vias urbanas e rurais  patrolamento  nivelamento e apoio as atividades da Secretaria Municipal d...,Prefeitura Municipal de Picada Cafe,RS,2026-06-09,confenge_commercial_pncp_supplier_contracts,d72147d594782eae5a8992bd0c18fcbea1fe6581cbf1237e6b3de512882de6aa,engenharia_obras_claras,,,,,,,
76417005000186-2-001384/2026,"""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE SERVIÇOS DE SERRALHERIA EM GERAL, COM FORNECIMENTO DE MATERIAIS, MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS, para atender à SGM, SMELJ, SMDT, SMMA, SMS, SME, FCC, FAS e IMT, através do sistema de registro de preços, pelo período de 1 (um) ano.",SGM - SECRETARIA DO GOVERNO MUNICIPAL,PR,2026-05-06,confenge_commercial_pncp_supplier_contracts,78116cca55e99467a74ff6cf0dbc9024074cbd31bdb6a3416ec5cec064a78370,engenharia_obras_claras,,,,,,,
82892365000132-2-000167/2026,"prestação de serviços técnicos profissionais especializados nas áreas de Arquitetura e Engenharia destinados à elaboração dos Projetos Executivos completos para a CONSTRUÇÃO DE COBERTURA DE CANCHA NO CENTRO DE EVENTOS ABELARDO JUVÊNCIO, com dimensões aproximadas de 36 m x 174 m, no município de Paulo Lopes/SC.",MUNICÍPIO DE PAULO LOPES,SC,2026-03-24,confenge_commercial_pncp_supplier_contracts,3495fd340078ee6d5bf428e0b4050a3b7c41febbf6158a7d887b6817d1e0454a,engenharia_obras_claras,,,,,,,
91566893000192-2-000751/2026,Aquisicao de bobinas termicas  destinadas ao atendimento das necessidades da Secretaria Municipal de Educacao  na EMEF Caminhos do Aprender  UBS da Secretaria Municipal Saude e Assistencia Social  Secretaria Gestao e a Secretaria de Obras e Infraestrutura Urbana.,PREFEITURA MUNICIPAL DE FAGUNDES VARELA,RS,2026-07-13,confenge_commercial_pncp_supplier_contracts,a974503465940763054b5a1aeb1a292d681dc0c8c647cf9aac0b657622c917fe,engenharia_obras_claras,,,,,,,
01614225000109-2-000001/2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS E SERVIÇO DE ENGENHARIA PARA CONSTRUÇÃO DE ESTAÇÃO DE TRATAMENTO DE ESGOTO PRELIMINAR, a fim de atender a Secretaria Municipal de Desenvolvimento Econômico pertencente ao município de Sapezal/MT.",MUNICÍPIO DE SAPEZAL/MT,MT,2026-03-02,confenge_commercial_pncp_supplier_contracts,f67d0efc8481e7efeb93b3779840aaf68c930bae6e7c2cc3597f52ebd0ba99c2,engenharia_obras_claras,,,,,,,
13692033000191-2-000010/2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA A EXECUÇÃO DE OBRAS DE PAVIMENTAÇÃO EM PARALELEPÍPEDO NAS RUAS BANDEIRA, BOM PASTOR, FAMÍLIA GUERREIRO E BOM JESUS, NA SEDE DO MUNICÍPIO DE PILÃO ARCADO/BA, EM CONFORMIDADE COM O CONVÊNIO Nº 953892/2023.",Secretaria Municipal de Obras,BA,2026-06-03,confenge_commercial_pncp_supplier_contracts,ca5274cf447410c076f4938758c30b3590cd77a66285721070e791b974245ae1,engenharia_obras_claras,,,,,,,
46634507000106-2-000237/2026,"Contratação de empresa especializada para a fornecimento de peças, destinados à máquina XCMG LW300, visando garantir o pleno funcionamento, a segurança operacional e a continuidade das atividades, a cargo da Secretaria de Obras e Serviços Públicos.",Prefeitura Municipal de Salto - SP,SP,2026-04-13,confenge_commercial_pncp_supplier_contracts,23d5c72075cf65f06a26f5c8ff6eb16d0113713fb66dafd10825e1aa47780532,engenharia_obras_claras,,,,,,,
06089668000133-2-000037/2026,Contratação de empresa para a futura e eventual prestação de serviços de pavimentação (Tapa Buraco) em diversas localidades do munícipio,PREFEITURA MUNICIPAL DE SÃO JOÃO DOS PATOS,MA,2026-02-23,confenge_commercial_pncp_supplier_contracts,e674c697783ba5beee2409b13a5beaddab355da11bb7ca26d8dab21de3e5afba,engenharia_obras_claras,,,,,,,
00360305000104-2-011842/2024,"REGISTRO DE PREÇOS PARA EXECUÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA PARA IMPLANTAÇÃO DE NOVAS UNIDADES, MUDANÇA DE ENDEREÇO E REINVESTIMENTO EM IMÓVEIS DE USO DA CAIXA VINCULADAS ÀS REGIÕES DA SR ALAGOAS, NO ESTADO DE ALAGOAS - AG SAO MIGUEL DOS CAMPOS,SE - SAP 4500718139",CEFOR,DF,2026-02-14,confenge_commercial_pncp_supplier_contracts,5dccfe741e44680f95d707a0c6f0adfd96cb21e96f91970d520e265745f71c10,engenharia_obras_claras,,,,,,,
13717517000148-2-000150/2026,"Contratação de empresa especializada em obras e serviços de engenharia para construção de praças públicas urbanizadas e campo de futebol society, nos povoados de Morro do Chapéu/Ba.","SECRETARIA MUN. DE OBRAS, TRANS. E SER. PUB. - SEO",BA,2026-07-06,confenge_commercial_pncp_supplier_contracts,bb4d18a58806d3c79d65b856ebde7af25c13e6ae31cc69dd83ef532a71c2bf36,engenharia_obras_claras,,,,,,,
13460266000169-2-000004/2026,execução de obras e serviços comuns de engenharia remanescentes para a adequação de estrada vicinais no Município de Varzedo,PREFEITURA MUNICIPAL DE VARZEDO - BA,BA,2026-04-16,confenge_commercial_pncp_supplier_contracts,c09d64306090289f00e1a4753510256b5144592a1c177c366e66ef7bc22c6b7c,engenharia_obras_claras,,,,,,,
00820295000142-2-000049/2026,"O presente contrato tem por objeto a contratação de empresa especializada em engenharia civil para a execução de serviços comuns de engenharia, visando à implantação do novo Núcleo de Atendimento da Defensoria Pública do Estado do Maranhão (DPE/MA), incluindo o fornecimento de toda a mão de obra e dos materiais necessários à construção, contemplando o ambiente externo, conforme as condições e exigências neste instrumento, para o município de Bom Jardim/MA.",DEFENSORIA PÚBLICA DO ESTADO DO MARANHÃO,MA,2026-05-06,confenge_commercial_pncp_supplier_contracts,2a73692a20e4ca1564c31ec1622c25fb24e430c2f7ceda6ff09423ee2062482e,engenharia_obras_claras,,,,,,,
46429379000150-2-000096/2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS, SOB DEMANDA, DE CAPTAÇÃO DE IMAGENS EXTERNAS E INTERNAS, TERRESTRES E AÉREAS, DE PONTOS DE INTERESSE DA PREFEITURA DE SÃO JOÃO DA BOA VISTA, ABRANGENDO OBRAS, PRÉDIOS, LOCAIS, EVENTOS, AÇÕES E DEMAIS ATIVIDADES DO MUNICÍPIO.",Prefeitura Municipal de São João da Boa Vista,SP,2026-06-19,confenge_commercial_pncp_supplier_contracts,52970ebb2efd14e7a574f30743af1f95115e12e077278f14215e4de9c55a0cfb,engenharia_obras_claras,,,,,,,
02056729000105-2-001221/2026,"CONTRATO Nº 173/2026, PROTOCOLO 71330/26, PE 90.079/2025, TEM COMO OBJETO  A AQUISIÇÃO DE MATERIAIS, VISANDO A EXECUÇÃO, MANUTENÇÃO E RESTAURAÇÃO DAS OBRAS DE INFRAESTRUTURA URBANA E RURAL DO FUNDO MUNICIPAL DE EDUCAÇÃO DE RIO VERDE - GO",FUNDO MUNICIPAL DE EDUCACAO DE RIO VERDE,GO,2026-07-09,confenge_commercial_pncp_supplier_contracts,44c24a16b9f8dcb9a279b21be47a0c8f258ca4fc56535218ad4a04b6e356cce8,engenharia_obras_claras,,,,,,,
82960758000136-2-000014/2026,"Contratação de empresa para execução das obras de reforma parcial e ampliação da Escola Albino Zanatta, município de Jacinto Machado/SC, tudo de conformidade com estudo técnico preliminar, termo de referência, projeto básico, memorial descritivo, planilha orçamentária, cronograma físico financeiro e demais anexos ao edital.",Departamento de Educação,SC,2026-02-27,confenge_commercial_pncp_supplier_contracts,c131fc4c5c795f02429a03d8d8a1f9c0d38060ba8f2a2844ae549371acf0359e,engenharia_obras_claras,,,,,,,
01614087000150-2-000317/2026,"Contratação de serviços especializados de Assessoria e Consultoria na área de Engenharia Civil/Arquitetura, na elaboração de projetos, orçamentos, estudos técnicos, planejamentos, pareces e demais serviços pertinentes da área.",Município de Brejo Alegre,SP,2026-03-31,confenge_commercial_pncp_supplier_contracts,1f4b70600c33d057acc1b7f8a4e7244af31a6f0ff85fc9430040132accb39489,engenharia_obras_claras,,,,,,,
14126981000122-2-000016/2026,CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA PARA CONSTRUÇÃO DE DRENAGEM DE ÁGUAS PLUVIAIS DO POLO INDUSTRIAL ÁGUAS DA SERRA - ENTRE RIOS – BA - Nº DO PROCESSO SEI 043.4125.2026.0005021-34,"SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS, ASSUNTOS URBANOS E HABITAÇÃO",BA,2026-07-01,confenge_commercial_pncp_supplier_contracts,5ce92fa577d160f54beb63514a851eb78dc117da98ee5045587d9984143a6376,engenharia_obras_claras,,,,,,,
88227764000165-2-000216/2026,Contratacao de empresa especializada para o fornecimento de pecas e a execucao de servicos de mao de obra destinados a manutencao do veiculo VW Kombi 2007  placa IOJ 8956  pertencente a frota do Municipio de Tupancireta,PREFEITURA MUNICIPAL,RS,2026-03-31,confenge_commercial_pncp_supplier_contracts,4e2f09e79de442e317cac9482747fd999ecd30ff714eda3e3e8975e6cfe53c1e,engenharia_obras_claras,,,,,,,
18591149000158-2-000054/2026,"[Publicenter] - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE TELEFONIA PARA ATENDER A GESTÃO MUNICIPAL DE OBRAS, SERVIÇOS PÚBLICOS E PLANEJAMENTO URBANOS, TELEFONE: 38413764.FICHA ORÇAMENTÁRIA: 553","GESTAO MUN OBRAS, SERV PUBLICOS E PLANEJ URBA",MG,2026-02-27,confenge_commercial_pncp_supplier_contracts,cd0320624e20f133293c98ba3bfea4ba905246affaa078567149daf87724b401,engenharia_obras_claras,,,,,,,
94705936000161-2-001199/2026,"AQUISIÇÃO DE TUBOS DE CONCRETO SIMPLES E ARMADO, PARA A SECRETARIA DE OBRAS.DEVERÁ CONSTAR NA NF A OPÇÃO PELO SIMPLES NACIONAL OU A ALÍQUOTA DE IR A SER RETIDO. INFORMAR O Nº DO EMPENHO NA NOTA FISCAL.CONFORME PROCESSO ADMINISTRATIVO Nº 1.094/2026.",PREFEITURA MUNICIPAL DE SANTA CLARA DO SUL,RS,2026-06-01,confenge_commercial_pncp_supplier_contracts,7ad0476905d4b145f10388fc4348270de3635f4b41f4e25357b6d995e392128f,engenharia_obras_claras,,,,,,,
04534053000143-2-000029/2025,Contratação de uma empresa especializada para prestação de serviços engenharia para readequações de setores na Fundação de Medicina Tropical Doutor Heitor Vieira Dourado,FUNDAÃ‡ÃƒO DE MEDICINA TROPICAL ``DOUTOR HEITOR VIEIRA DOURADO``,AM,2026-03-18,confenge_commercial_pncp_supplier_contracts,32d93a85d87c238c274682648593761d8a49f5a3327b73040b6384e07806f12a,engenharia_obras_claras,,,,,,,
01612817000183-2-001206/2025,PRESTAÇÃO DE SERVIÇOS/LOCAÇÃO DE QUATRO TENDAS 10X10 PARA ATIVIDADES E EM MANUTENÇÃO AOS TRABALHOS DA SECRETARIA DE TRANSPORTES E OBRAS PUBLICA DESTE MUNICIPIO DE VILA PROPICIO.,PREFEITURA MUNICIPAL DE VILA PROPICIO,GO,2026-03-05,confenge_commercial_pncp_supplier_contracts,488fbe445aca1dd620bd9d6a980fca55c6adba6b320e7b2894bf9eb9a01496da,engenharia_obras_claras,,,,,,,
76417005000186-2-000706/2026,"""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE SERVIÇOS DE SERRALHERIA EM GERAL, COM FORNECIMENTO DE MATERIAIS, MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS, para atender à SGM, SMELJ, SMDT, SMMA, SMS, SME, FCC, FAS e IMT, através do sistema de registro de preços, pelo período de 1 (um) ano.",SGM - SECRETARIA DO GOVERNO MUNICIPAL,PR,2026-05-06,confenge_commercial_pncp_supplier_contracts,590f4078850af8926192230926ab56cf203d67c661bbbe08152f3d8412779b39,engenharia_obras_claras,,,,,,,
76105568000139-2-000046/2026,Contratação de empresa especializada para execução de obras de pavimentação asfáltico em Concreto Betuminoso Usinado a Quente (CBUQ) em vias urbanas,UNIDADE ADMINISTRATIVA,PR,2026-06-19,confenge_commercial_pncp_supplier_contracts,c01e7eb153f07de410721425e1c84692ba15c564dd4c2f6d6f5faff5bc0dc04d,engenharia_obras_claras,,,,,,,
87613196000178-2-000039/2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRA DE DRENAGEM PLUVIAL, PAVIMENTAÇÃO ASFÁLTICA E SINALIZAÇÃO VIÁRIA NO DISTRITO DE BARRINHA, INTERIOR DO MUNICÍPIO DE SEBERI/RS, ABRANGENDO UMA ÁREA TOTAL DE 1.352,00 M², INCLUINDO FORNECIMENTO DE MATERIAIS, MÃO DE OBRA, EQUIPAMENTOS E DEMAIS SERVIÇOS NECESSÁRIOS À PERFEITA EXECUÇÃO DO OBJETO, CONFORME MEMORIAL TÉCNICO DESCRITIVO, PROJETOS, PLANILHAS ORÇAMENTÁRIAS, CRONOGRAMA FÍSICO-FINANCEIRO E DEMAIS TABELAS E DOCUMENTOS TÉCNICOS QUE I...","Subsecretaria de Obras, Viação, e Serviços Urbanos e Rurais",RS,2026-03-25,confenge_commercial_pncp_supplier_contracts,e8676293b68500db57591b051b25223d03c99c92248dbe8b84f3eaad9c694931,engenharia_obras_claras,,,,,,,
88572748000100-2-000326/2026,Eletrodomesticos e afins para as escolas da Secretaria Municipal de Educacao e departamentos da Secretaria Municipal de Saude  Secretaria de Obras  Secretaria de Turismo e Secretaria da Administracao.,Prefeitura Municipal de Nova Petrópolis,RS,2026-02-13,confenge_commercial_pncp_supplier_contracts,23ae346bc2e1cdc815271ef07279b864ea7a3c57a41bfb68f8e7ce5d57ab821c,engenharia_obras_claras,,,,,,,
46588950000180-2-000113/2026,"PRESTAÇÃO DE SERVIÇO, COM FORNECIMENTO DE MATERIAIS E DE MÃO DE OBRA QUALIFICADA, PARA A RESTAURAÇÃO, RECUPERAÇÃO ESTÉTICA E DE REFORÇO ESTRUTURAL DA ESCULTURA MONUMENTAL DA ""DONA CAPI"", INSTALADA NO LAGO I DA REPRESA MUNICIPAL",PREFEITURA MUNICIPAL DE SAO JOSE DO RIO PRETO,SP,2026-02-26,confenge_commercial_pncp_supplier_contracts,af650e3006af0bdd26af0ffdb26eb979303797a2f384aeb3ed118755a1a8db42,engenharia_obras_claras,,,,,,,
01345537000156-2-000864/2026,"VALOR QUE SE EMPENHA PARA ATENDER DESPESAS COM AQUISIÇÃO DE COPOS DESCARTÁVEIS, PARA ATENDER A SEC. DE OBRAS, CONF. NF 2272.",PREFEITURA MUNICIPAL DE ALOÂNDIA,GO,2026-06-10,confenge_commercial_pncp_supplier_contracts,8508e5d9d6377c9a223dee2a073c9cfe6f02dffec1cd9cccef5b03133aec52f0,engenharia_obras_claras,,,,,,,
00360305000104-2-006132/2023,"SERVIÇOS COMUNS DE ENGENHARIA AV PAULISTA, SP-SAP 4500500064",CEFOR,DF,2026-02-13,confenge_commercial_pncp_supplier_contracts,4256f47b8e865fa7d76cd33a44478f3bdd4342f4e44b874bc60529de50b1c718,engenharia_obras_claras,,,,,,,
00360305000104-2-008459/2025,"REGISTRO DE PREÇOS, COM CONTRATAÇÃO SIMULTÂNEA E RESTRITA AOS PRÉ-QUALIFICADOS NA PRÉ-QUALIFICAÇÃO Nº 1632/2024, PARA4501642567 - AG PARAHYBA PB - EXECUÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA EM UNIDADES DA CAIXA, LOCALIZADAS NO ESTADO DA PARAÍBA.",CEFOR,DF,2026-02-14,confenge_commercial_pncp_supplier_contracts,233f10bcc7d1a31957d1b7fe6da9aae87d919ada61330f7c23fcb4f794f7a82a,engenharia_obras_claras,,,,,,,
06172720000110-2-000222/2026,"AQUISICAO DE COMBUSTIVEIS (DIESEL E GASOLINA), JUNTO AS SECRETARIAS MUNICIPAIS DE ASSISTENCIA SOCIAL, EDUCACAO, OBRAS, HABITACAO E URBANISMO, SAUDE E SANEAMENTO, TRANSITO, TRANSPORTE E MOBILIDADE, PLANEJAMENTO E ADMINISTRACAO E AGRICULTURA, PECUARIA E ABASTECIEMNTO DA PREFEITURA MUNICIPAL DE SANTO ANTONIO DOS LOPES - MARANHAO",SECRETARIA MUNICIPAL DE PLANEJAMENTO E ADMINISTRAÇÃO,MA,2026-07-23,confenge_commercial_pncp_supplier_contracts,4e7eb9ebb993bf5a4847e8214abef73165e8ada5aae01403f32c57c7e99e437c,engenharia_obras_claras,,,,,,,
15088800000183-2-000066/2026,"Contratação de empresa de engenharia para execução de obra de pavimentação da Rua Dr. Adolfo Viana de Castro, no Município de Rio Real – BA.",SECRETARIA MUNICIPAL DE TRANSPORTES,BA,2026-03-04,confenge_commercial_pncp_supplier_contracts,affc5d85d14953db75a5a95fedcc2e46205d6ffd3fd1900f2bdb41da167077f0,engenharia_obras_claras,,,,,,,
91693317000106-2-000016/2026,"Aquisição de 01 (um) caminhão trator (cavalo mecânico) usado, destinado a acoplamento e operação conjunta com prancha semirreboque a ser adquirida pelo Município, visando atender às demandas operacionais da Secretaria Municipal de Obras, Infraestrutura e Mobilidade, especialmente para o transporte de máquinas pesadas, equipamentos e implementos utilizados na execução de serviços de infraestrutura, manutenção viária, apoio à agricultura e demais atividades operacionais da administração municipal.",MUNICÍPIO DE PAVERAMA,RS,2026-03-31,confenge_commercial_pncp_supplier_contracts,f913c1b4eadfdbde442ea37ebd0656d8cf04487a97da8f5a4fe7ee0e711cb7fc,engenharia_obras_claras,,,,,,,
18468033000126-2-000463/2026,"RECURSO ID 5065 - PRESTAÇÃO DE LOCAÇÃO DE CAÇAMBAS ESTACIONÁRIAS E CONTAINERES INCLUINDO A PRESTAÇÃO DE SERVIÇO DE RECOLHIMENTO, TRANSPORTE E DESCARTE DE ENTULHO, SOLICITADO PELA SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS.",SECRETARIA DE COMPRAS E LICITAÇÃO,MG,2026-04-09,confenge_commercial_pncp_supplier_contracts,364334d44b2f343beeb1d840c7577a6f9d25dd114581688c58d64299617cf5fd,engenharia_obras_claras,,,,,,,
46634101000115-2-000495/2026,"Pedido gerado a partir do resultado Solicitação: 07379/26Solicitação gerada a partir do resultado da Licitação: 003333/26 - Ano Mod.: 2026 - Modalidade: CHAMAMENTO PUBLICO Chamamento Público - Nº Mod.: 1 - Mod. Formatada: 1 - CREDENCIAMENTO DE OFICINAS MECÂNICAS E ESTABELECIMENTOS ESPECIALIZADOS PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DA FROTA MUNICIPAL, COM FORNECIMENTO DE PEÇAS, COMPONENTES E MÃO DE OBRA.Banco: 10Referência: OS ML-2026-431Descrição: Aquisição e substituição do interruptor, t...",PREFEITURA MUNICIPAL DE BOTUCATU ,SP,2026-07-22,confenge_commercial_pncp_supplier_contracts,54cd785d97de81821ad88ab70f77310a04435825fb79dc616815a5b5eef33363,engenharia_obras_claras,,,,,,,
46377800000127-2-011132/2025,"CONTRATAÇÃO DE SERVIÇOS A CONTRATAÇÃO EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO/CONSERVAÇÃO DE POÇOS E RESERVATÓRIO –LIMPEZA DE FOSSA SÉPTICA/ESGOTO/BOCA DE LOBO, COM FORNECIMENTO TOTAL DE MATERIAL, MÃO DE OBRA E EQUIPAMENTOS NECESSÁRIOS.",ESP - CTO.ALTOS EST.SEG.CEL NELSON F.TERRA,SP,2026-04-22,confenge_commercial_pncp_supplier_contracts,9b9af2f6150d9e5dfa162eb43242d6de55e6f02671ee25c547fb87f8d3bb0f9b,engenharia_obras_claras,,,,,,,
18017376000174-2-000034/2026,"CONTRATAÇÃO CONSORCIADA PARA FORNECIMENTO DE ITENS E EXECUÇÃO DE SERVIÇOS PARA A MANUTENÇÃO, EXTENSÃO E MODERNIZAÇÃO DA REDE DE ENERGIA ELÉTRICA DO MUNICÍPIO DE MIRABELA E ESTÁDIO MUNICIPAL DR. MÁRCIO RABELO EM ATENDIMENTO DA DEMANDA DAS SECRETARIAS MUNICIPAIS DE OBRAS E ESPORTES DESTE MUNICÍPIO DE MIRABELAMG.",MUNICIPIO DE MIRABELA,MG,2026-03-18,confenge_commercial_pncp_supplier_contracts,9f5200bf1fb3a72b78e5c5bc90d1348c903fbb7d133d6bacb9daacaf77b1c836,engenharia_obras_claras,,,,,,,
15126437000305-2-000309/2026,"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE VIGILÂNCIA ARMADA E DESARMADA PARA A EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES - HOSPITAL UNIVERSITÁRIO ONOFRE LOPES - HUOL/UFRN/EBSERH PELO PERÍODO DE 12 (DOZE) MESES, OBSERVADAS AS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA.",HOSPITAL UNIVERSITÁRIO ONOFRE LOPES,RN,2026-07-21,confenge_commercial_pncp_supplier_contracts,2cfbddccf4c57402ac9297ec4b8b9aff43e13d8a17dc481b887c9013ea27f2c9,engenharia_obras_claras,,,,,,,
50314555000186-2-000004/2025,"REGISTRO DE PREÇOS PARA CONTRATAÇÃO EVENTUAL E FUTURA DE EMPRESA DE ENGENHARIA ESPECIALIZADA EM I.P., PARA AMPLIAÇÃO, MELHORIA E EFICIENTIZAÇÃO, COM FORNECIMENTO DE MÃO-DE-OBRA, MATERIAIS E EQUIPAMENTOS, NO MUNICÍPIO DE MACAPÁ/AP",CIPEMAC,AP,2026-05-22,confenge_commercial_pncp_supplier_contracts,37b69f6cfce1230811840cad015df3b8689c55097e3129d05cb8990b97c1e4af,engenharia_obras_claras,,,,,,,
00662270000168-2-000016/2026,"CONTRATAÇÃO DE SERVIÇOS DE ENGENHARIA CONTÍNUOS DE MANUTENÇÃO PREDIAL PREVENTIVA, CORRETIVA E PREDITIVA, NOS IMÓVEIS OCUPADOS PELA SUPERINTENDÊNCIA DO INMETRO NO ESTADO DO RGS, PELO PRAZO DE 20 (VINTE MESES)",SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS,RS,2026-03-03,confenge_commercial_pncp_supplier_contracts,00c2c362907cb91d34be4013458eb007ca6b4993d3ba931197bd139107040cf2,engenharia_obras_claras,,,,,,,
88363189000128-2-000272/2026,Requisicao para Aquisicao de pecas e mao de obra para o veiculo Renault Kwid Zen Placas IZZ0E62  conforme Termo de referencia,PREFEITURA MUNICIPAL,RS,2026-04-15,confenge_commercial_pncp_supplier_contracts,5ae79f9cc93ef81be10c644ebe3ea752fb9c1daef12b982c904f46fe995899a0,engenharia_obras_claras,,,,,,,
