ranking,outreach_status,prioridade_abordagem,score_fornecedor,cnpj,razao_social,nome_fantasia,sede_municipio,sede_uf,sul_priority,cnae,situacao_cadastral,porte_cadastral,qtd_contratos_candidatos,orgaos_contratantes,valor_total_portfolio_analisado,melhor_contrato_id,melhor_orgao,melhor_classificacao,argumento_comercial,mensagem_abordagem,proxima_acao,riscos,email,telefone,site,contato_verificavel
46,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,29.01,01980404000151,CONTRACTOR ENGENHARIA LTDA,,Vitória,ES,False,,,,4,EES - SECRETARIA ESTADUAL DE MOB. E INFRAEST. | EES-DEPARTAMENTO EDIFICAÇÕES E RODOVIAS DO ES | PREFEITURA MUNICIPAL DE VITORIA,711361706.0,27142058002099-2-000019/2024,PREFEITURA MUNICIPAL DE VITORIA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
47,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,29.01,53272998000140,CONSORCIO REVAMP EBAP'S,,Vitória,ES,False,,,,1,PREFEITURA MUNICIPAL DE VITORIA,93862674.31,27142058002099-2-000020/2024,PREFEITURA MUNICIPAL DE VITORIA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
48,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.97,09121931000112,R SIMBRA DISTRIBUIDORA CONSTRUÇÕES E REFORMAS LTDA,R SIMBRA,MAGE,RJ,False,4299599 - Outras obras de engenharia civil não especificadas anteriormente,ATIVA,,2,MRJ-AUTARQUIA DE SERVIÇOS DE OBRAS DE MARICÁ | SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,48349341.53,17947581000176-2-000041/2024,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
49,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.9,28503894000151,CETURB/ES,,Vitória,ES,False,,,,1,SECRETARIA DE ESTADO DE MOB. E INFRAESTRUTURA,95469997.7,27080530000143-2-000437/2024,SECRETARIA DE ESTADO DE MOB. E INFRAESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
50,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.74,57456805000161,CONSORCIO RIO GRANJEIRO,,Fortaleza,CE,False,,,,1,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,104400000.0,07954480000179-2-017283/2024,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS ,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
51,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.69,52919328000100,CONSORCIO MONTE AZUL AMBIENTAL,CONSORCIO MONTE AZUL AMBIENTAL,ARACATUBA,SP,False,7112000 - Serviços de engenharia,ATIVA,,1,Prefeitura Municipal de Araçatuba,24155000.0,45511847000179-2-000001/2023,Prefeitura Municipal de Araçatuba,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
52,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.57,07112529000146,"CONSÓRCIO SUPERVISÃO GOIÁS EM MOVIMENTO SB, constituído pelas empresas STRATA ENGENHARIA LTDA (EMPRESA LÍDER) E BASITEC PROJETOS E CONSTRUÇÕES LTDA.",,Goiânia,GO,False,,,,1,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,87765165.33,01409580000138-2-001153/2024,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
53,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.45,57565805000108,CONSORCIO GESTOR SPU - GOIAS,,Goiânia,GO,False,,,,1,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,81351601.49,01409580000138-2-000241/2024,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
54,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.36,07195191000133,CORAL CONSTRUTORA RODOVALHO ALENCAR LTDA,,Fortaleza,CE,False,,,,8,PREFEITURA MUNICIPAL DE CRATO - CE | PREFEITURA MUNICIPAL DE JUAZEIRO DO NORTE - CE | SUPERINTENDÊNCIA DE OBRAS PÚBLICAS,208740496.82999998,07954480000179-2-006654/2025,SUPERINTENDÊNCIA DE OBRAS PÚBLICAS ,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
55,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.33,56194355000113,CONSORCIO MONJARDIM EXATA VITORIA - ES,,Vitória,ES,False,,,,1,PREFEITURA MUNICIPAL DE VITORIA,10000000.0,27142058002099-2-000036/2024,PREFEITURA MUNICIPAL DE VITORIA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
56,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,28.31,81188542000131,"CONSÓRCIO STCP-PROSUL, formado pelas empresas: STCP ENGENHARIA DE PROJETOS LTDA- STCP (Empresa Líder) CNPJ sob nº 81.188.542/0001-31 e empresa PROSUL PROJETOS, SUPERVISÃO E PLANEJAMENTO LTDA, CNPJ sob nº 80.996.861/0001-00",,CURITIBA,PR,True,7112000 - Serviços de engenharia,ATIVA,,1,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,74007274.14,01409580000138-2-000225/2025,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
57,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.15,05764427000180,ENGEVIL ENGENHARIA LTDA,,Vila Velha,ES,False,,,,2,Cariacica | PREFEITURA MUNICIPAL DE VILA VELHA,40598000.0,27165554000952-2-000024/2024,PREFEITURA MUNICIPAL DE VILA VELHA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
58,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,28.07,03467321000199,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,Pontes e Lacerda,MT,False,,,,1,INST.FED.MATO GROSSO/CAMPUS PONTES LACERDA,33949656.0,10784782000150-2-000400/2024,INST.FED.MATO GROSSO/CAMPUS PONTES LACERDA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
59,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.98,00237518000143,"CONSÓRCIO BTB-TECCON, constituído pelas empresas BTB CONSTUÇÕES E PARTICIPAÇÕES LTDA. (empresa líder) e TECCON S/A CONSTRUÇÃO E PAVIMENTAÇÃO",,Goiânia,GO,False,,,,19,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO | Agência Estadual de Gestão de Empreendimentos | DEPART.NACIONAL DE INFRA-ESTR. DE TRANSPORTE | SECRETARIA DE ESTADO DE INFRA-ESTRUTURA | SUP. REG. DO DNIT NO ESTADO DO TOCANTINS | SUP. REG. DO DNIT NOS ESTADOS DE GOIAS E DF,1645008239.77,01409580000138-2-000013/2025,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
60,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,27.93,03928516000199,VERDI SISTEMAS CONSTRUTIVOS LTDA,,Porto Alegre,RS,True,,,,3,BRIGADA MILITAR - DEPARTAMENTO DE LOGÍSTICA E PATRIMÔNIO | SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,532624021.82,17176399000169-2-000036/2024,SUPERINTENDÊNCIA DOS SERVIÇOS PENITENCIÁRIOS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
61,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.91,13506294000170,UNIAO PAVIMENTACAO E SERVICOS LTDA,,Boa Vista,RR,False,,,,3,ERR-SECRETARIA DE ESTADO DA INFRAESTRUTURA,101702502.91,53576563000199-2-000069/2024,ERR-SECRETARIA DE ESTADO DA INFRAESTRUTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
62,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.64,01773463000159,OMNISYS ENGENHARIA LTDA,,Alcântara,MA,False,,,,1,MAER-GR.IMP.CENT.DE LANCAM.DE ALCANTARA/MA,41018141.02,00394429000100-2-001347/2024,MAER-GR.IMP.CENT.DE LANCAM.DE ALCANTARA/MA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
63,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.49,01618204000153,ENGEPAR ENGENHARIA E PARTICIPAÇÕES LTDA,,Campo Grande,MS,False,,,,4,AGESUL-Agência Estadual de Gestão de Empreendimentos de Campo Grande/MS | Agência Estadual de Gestão de Empreendimentos,172279323.5,15457856000168-2-000007/2025,AGESUL-Agência Estadual de Gestão de Empreendimentos de Campo Grande/MS,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
64,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.45,33150830000154,CONSTRUTORA SUMARÉ LTDA,,NATIVIDADE,RJ,False,4313400 - Obras de terraplenagem,ATIVA,,1,Secretaria de Estado de Habitação de Interesse Social,31181117.07,42498600000171-2-002885/2025,Secretaria de Estado de Habitação de Interesse Social,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
65,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.44,49681778000100,COPLAN CONSTRUTORA PLANALTO LTDA,PLANALTO,SAO PAULO,SP,False,4211101 - Construção de rodovias e ferrovias,ATIVA,,4,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO | DER/DI/GAO - COMPRAS,164696010.46,01409580000138-2-000070/2025,AGENCIA GOIANA DE INFRAEST.E TRANSPORTES/GO,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
66,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,27.25,79485892000118,PACOPEDRA PAVIMENTADORA E COMERCIO DE PEDRAS LTDA,PACOPEDRA OBRAS DE INFRAESTRUTURA,GASPAR,SC,True,"4213800 - Obras de urbanização - ruas, praças e calçadas",ATIVA,,3,PREFEITURA MUNICIPAL DE ITAJAÍ - SC | Prefeitura de Gaspar - SC,65478355.32,83102244000102-2-000717/2024,Prefeitura de Gaspar - SC,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
67,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.2,55160008000107,CONSORCIO TRANSBORDO VIX,,Vitória,ES,False,,,,1,PREFEITURA MUNICIPAL DE VITORIA,50300000.0,27142058002099-2-000010/2025,PREFEITURA MUNICIPAL DE VITORIA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
68,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.19,02108681000131,ATTUS PROCURADORIA DIGITAL LTDA,,Recife,PE,False,,,,1,PROCURADORIA GERAL DO ESTADO,26117639.79,35329242000108-2-000014/2025,PROCURADORIA GERAL DO ESTADO,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
69,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,27.1,07903213000172,DE PIERI CONSTRUCOES LTDA - EPP,,Espigão Alto do Iguaçu,PR,True,,,,2,DEPARTAMENTO DE EDUCACAO E CULTURA | PREFEITURA MUNICIPAL DE RIO BONITO DO IGUAÇU - PR,18747782.259999998,01612634000168-2-000202/2024,DEPARTAMENTO DE EDUCACAO E CULTURA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
70,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,27.01,55814605000108,CONSORCIO REURBANIZA VITORIA - ES,,Vitória,ES,False,,,,1,PREFEITURA MUNICIPAL DE VITORIA,6166000.0,27142058002099-2-000021/2024,PREFEITURA MUNICIPAL DE VITORIA,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
71,DOCUMENT_REQUEST_CANDIDATE,SUL_SC_PRIORITY,26.97,07340993000190,WEBTRIP AGENCIA DE VIAGENS E TURISMO EIRELI,,Curitiba,PR,True,,,,3,CASA CIVIL | FAPPR - Fundação Araucária,32400000.0,03579617000100-2-000005/2024,FAPPR - Fundação Araucária,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
72,DOCUMENT_REQUEST_CANDIDATE,NACIONAL,26.67,12647362000158,OMEGA CONSTRUTORA E SERVIÇOS LTDA,OMEGA CONSTRUTORA,DUQUE DE CAXIAS,RJ,False,4313400 - Obras de terraplenagem,ATIVA,,7,FUND DEP ESTRADAS DE RODAGEM DO ESTADO DO RJ | MRJ-AUTARQUIA DE SERVIÇOS DE OBRAS DE MARICÁ | Prefeitura Municipal de Belford Roxo | SECRETARIA DE ESTADO DAS CIDADES | SECRETARIA DE ESTADO DE TRANSPORTES,453275907.71999997,42498600000171-2-001583/2025,SECRETARIA DE ESTADO DE TRANSPORTES,REVIEW_REQUIRED,"Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Estamos analisando contratos públicos de obras com interregno anual já transcorrido e identificamos que este instrumento merece conferência da cláusula de reajuste. Para confirmar eventual valor, seria necessário examinar contrato, orçamento, medições e apostilas.","Revisão documental: regime, data-base, índice e execução.","Saldo/medições indisponíveis — valor sobre total é teto teórico, não valor devido. | indice_contratual_ausente — não aplicar IPCA/INCC/SINAPI por plausibilidade",,,,False
